Host Total Listings Count,Neighbourhood,Neighbourhood Cleansed,Neighbourhood Group Cleansed,City,State,Zipcode,Market,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Square Feet,Price,Security Deposit,Cleaning Fee,Guests Included,Minimum Nights,Maximum Nights,Availability 30,Availability 60,Availability 90,Availability 365,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Cancellation Policy
9.0,Villaverde,102,20,0,Comunidad de Madrid,28021,2,0,0,4,2.0,1.0,2.0,4,,46.0,,,2,2,1125,0,0,0,2,36,94.0,10.0,10.0,10.0,10.0,8.0,10.0,2
9.0,,102,20,0,Comunidad de Madrid,28021,2,0,0,4,2.0,1.0,1.0,4,,44.0,100.0,,2,2,1125,6,11,32,32,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1
1.0,,103,20,0,Comunidad de Madrid,28021,2,0,1,1,1.0,1.0,1.0,4,,10.0,,,1,2,1125,7,20,26,205,31,96.0,10.0,10.0,10.0,10.0,8.0,10.0,2
3.0,Hortaleza,116,8,0,Comunidad de Madrid,28050,2,0,0,5,2.0,3.0,3.0,4,,73.0,500.0,30.0,1,7,60,15,45,75,350,0,,,,,,,,2
2.0,,32,0,0,Comunidad de Madrid,28045,2,0,1,2,1.0,1.0,1.0,4,,19.0,,12.0,2,1,1125,8,28,49,120,33,87.0,9.0,9.0,9.0,9.0,9.0,9.0,2
11.0,La Chopera,32,0,0,Community of Madrid,28045,2,0,0,6,1.0,2.0,2.0,4,,50.0,150.0,20.0,2,2,180,7,22,44,298,15,74.0,7.0,7.0,9.0,8.0,8.0,7.0,2
1.0,,32,0,0,Comunidad de Madrid,28045,2,0,0,2,1.0,1.0,1.0,4,,50.0,,30.0,1,2,1125,1,9,32,306,12,97.0,10.0,10.0,10.0,9.0,10.0,9.0,1
1.0,La Chopera,32,0,0,Comunidad de Madrid,28045,2,0,1,1,1.0,1.0,1.0,4,,25.0,,10.0,1,1,30,28,58,88,178,3,100.0,9.0,9.0,10.0,10.0,9.0,9.0,1
2.0,,32,0,0,Comunidad de Madrid,28045,2,0,1,2,1.0,1.0,1.0,4,,28.0,,10.0,1,1,1125,24,54,84,343,7,87.0,9.0,10.0,10.0,10.0,9.0,10.0,0
1.0,Legazpi,64,0,0,Comunidad de Madrid,28045,2,0,0,2,1.0,1.0,1.0,4,,58.0,,,1,1,1125,5,28,41,230,9,90.0,9.0,8.0,9.0,10.0,8.0,9.0,2
1.0,Delicias,44,0,0,Community of Madrid,28045,2,0,0,4,2.0,2.0,3.0,4,,75.0,,,4,2,31,7,12,25,251,175,94.0,9.0,10.0,10.0,10.0,9.0,9.0,1
1.0,,44,0,0,Comunidad de Madrid,28045,2,0,1,4,1.0,1.0,1.0,4,,30.0,,,2,1,3,0,0,18,84,13,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
4.0,,44,0,0,Comunidad de Madrid,28045,2,1,1,2,0.5,1.0,2.0,4,,23.0,,25.0,1,2,1125,23,48,78,339,10,98.0,10.0,10.0,10.0,10.0,9.0,9.0,2
2.0,Palos do Moguer,84,0,0,Madrid,28045,2,0,1,1,1.5,1.0,1.0,4,108.0,22.0,,,1,1,1125,0,0,7,130,7,93.0,9.0,9.0,9.0,10.0,9.0,8.0,1
1.0,Palos do Moguer,84,0,0,Comunidad de Madrid,28045,2,8,0,4,1.0,2.0,2.0,3,,70.0,100.0,20.0,2,2,31,8,21,21,21,18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,,84,0,0,Comunidad de Madrid,28045,2,0,1,2,1.0,1.0,1.0,4,,28.0,,10.0,1,2,1125,18,48,78,78,0,,,,,,,,0
1.0,,84,0,0,Comunidad de Madrid,28045,2,0,0,3,1.0,2.0,2.0,4,,45.0,200.0,30.0,1,2,1125,0,0,0,0,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
8.0,Palos do Moguer,84,0,0,Comunidad de Madrid,28045,2,0,0,3,1.0,1.0,3.0,4,,72.0,,25.0,2,2,365,4,11,20,295,8,98.0,10.0,9.0,10.0,10.0,10.0,10.0,0
2.0,Palos do Moguer,84,0,0,Comunidad de Madrid,28012,2,14,1,2,1.5,1.0,1.0,4,,35.0,,5.0,1,1,1125,8,38,68,343,8,88.0,9.0,8.0,10.0,10.0,10.0,9.0,2
2.0,Palos do Moguer,84,0,0,Community of Madrid,28045,2,0,0,4,1.0,2.0,3.0,4,,75.0,150.0,,2,3,365,0,0,0,251,20,93.0,10.0,10.0,10.0,10.0,10.0,9.0,2
10.0,,111,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,85.0,200.0,50.0,2,4,1125,1,2,8,269,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,,111,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,55.0,,15.0,1,2,1125,8,33,59,334,14,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0
6.0,Sol,111,3,0,Comunidad de Madrid,28012,2,0,0,6,2.0,2.0,3.0,4,,125.0,150.0,,1,2,1125,10,26,43,314,49,89.0,9.0,9.0,9.0,9.0,10.0,9.0,2
4.0,Sol,111,3,0,Comunidad de Madrid,28005,2,0,0,2,1.0,0.0,1.0,4,,46.0,100.0,30.0,2,3,1125,0,2,16,254,82,91.0,9.0,9.0,10.0,10.0,10.0,9.0,1
2.0,,111,3,0,Comunidad de Madrid,28005,2,0,1,1,1.0,1.0,2.0,4,,30.0,,5.0,1,2,1125,3,3,21,293,16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
11.0,Sol,111,3,0,Madrid,28012,2,0,0,4,1.0,1.0,1.0,4,0.0,95.0,100.0,30.0,2,3,730,9,17,38,313,20,87.0,9.0,10.0,10.0,9.0,9.0,9.0,1
24.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,7,3.0,3.0,6.0,4,,155.0,150.0,65.0,4,1,1125,7,15,22,99,65,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
4.0,,111,3,0,Comunidad de Madrid,28005,2,0,0,4,1.5,1.0,3.0,4,,90.0,200.0,40.0,3,1,1125,3,9,31,146,12,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0
10.0,Sol,111,3,0,Madrid,28013,2,0,0,4,1.0,2.0,3.0,4,,107.0,120.0,65.0,4,3,365,0,22,43,318,26,84.0,9.0,9.0,9.0,9.0,9.0,9.0,0
8.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,6,1.0,2.0,5.0,4,,129.0,,47.0,4,2,1125,9,23,35,293,15,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Sol,111,3,0,Madrid,28013,2,0,0,4,1.0,1.0,2.0,4,915.0,70.0,,30.0,2,3,9,0,0,0,0,7,100.0,10.0,9.0,10.0,10.0,10.0,10.0,1
40.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,8,2.0,3.0,5.0,4,,138.0,150.0,50.0,2,2,1125,0,0,0,0,33,91.0,9.0,9.0,9.0,9.0,10.0,9.0,2
2.0,Sol,111,3,0,Comunidad de Madrid,28014,2,0,0,8,2.0,2.0,5.0,4,,145.0,150.0,45.0,4,2,1125,7,15,22,101,43,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,,111,3,0,Community of Madrid,28013,2,0,0,4,1.0,2.0,2.0,4,,90.0,100.0,50.0,2,3,1125,11,41,66,341,13,85.0,9.0,8.0,9.0,9.0,10.0,8.0,1
164.0,Sol,111,3,0,Community of Madrid,28005,2,0,0,4,1.0,0.0,2.0,4,,100.0,200.0,50.0,1,2,1000,12,16,25,270,0,,,,,,,,2
24.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,2.0,4,,109.0,100.0,,3,2,29,14,38,63,338,0,,,,,,,,2
3.0,Sol,111,3,0,Comunidad de Madrid,28012,2,0,0,2,1.0,0.0,1.0,4,,71.0,100.0,,1,2,365,5,14,33,303,86,90.0,9.0,10.0,9.0,9.0,10.0,9.0,1
26.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,1,1,3.0,1.0,1.0,4,,35.0,200.0,30.0,1,7,1125,0,6,36,311,0,,,,,,,,2
6.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,2,1.0,0.0,1.0,4,,39.0,,,1,2,365,1,9,21,99,8,90.0,10.0,10.0,10.0,10.0,10.0,10.0,1
14.0,,111,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,3.0,4,,60.0,200.0,40.0,2,3,200,12,27,48,318,19,85.0,9.0,9.0,10.0,9.0,10.0,9.0,2
51.0,Sol,111,3,0,Madrid,28012,2,15,0,2,1.0,1.0,1.0,4,431.0,77.0,200.0,33.0,2,10,1825,7,19,26,301,15,80.0,8.0,8.0,9.0,9.0,10.0,8.0,0
3.0,,111,3,0,Community of Madrid,28012,2,0,0,2,1.0,1.0,2.0,4,,55.0,100.0,15.0,1,3,1125,8,19,31,269,132,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1
2.0,Sol,111,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,38.0,,15.0,1,2,1125,13,27,27,27,15,96.0,9.0,9.0,10.0,10.0,10.0,9.0,0
38.0,Sol,111,3,0,Madrid,28013,2,0,1,1,5.0,1.0,1.0,4,,22.0,200.0,,1,4,1125,0,0,10,10,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
9.0,Sol,111,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,0.0,2.0,4,,65.0,100.0,,2,1,1125,8,24,44,318,87,84.0,9.0,9.0,9.0,9.0,10.0,9.0,1
15.0,Guindalera,56,14,0,Comunidad de Madrid,28028,2,0,1,2,1.0,1.0,1.0,4,,19.0,,,1,1,1125,7,37,67,342,4,90.0,9.0,10.0,9.0,10.0,9.0,10.0,2
1.0,,56,14,0,Comunidad de Madrid,28028,2,0,1,1,1.0,1.0,1.0,4,,45.0,,20.0,1,2,1125,0,0,0,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
15.0,Guindalera,56,14,0,Comunidad de Madrid,28028,2,0,1,2,1.0,1.0,2.0,4,,18.0,,,1,1,60,1,1,1,268,7,94.0,9.0,9.0,10.0,10.0,9.0,9.0,2
34.0,,56,14,0,Comunidad de Madrid,28028,2,0,1,1,1.0,1.0,2.0,4,,19.0,,,1,1,1125,0,0,4,279,5,92.0,8.0,10.0,8.0,9.0,10.0,10.0,2
34.0,Guindalera,56,14,0,Comunidad de Madrid,28028,2,0,1,4,1.0,1.0,4.0,4,,19.0,,,1,1,1125,7,37,67,342,3,53.0,5.0,6.0,6.0,7.0,7.0,5.0,2
2.0,,56,14,0,Comunidad de Madrid,28028,2,0,1,2,1.0,1.0,2.0,4,,23.0,,,1,1,1125,7,37,67,157,1,,,,,,,,0
1.0,Guindalera,56,14,0,Comunidad de Madrid,28028,2,0,1,2,1.0,1.0,1.0,4,,35.0,,,1,2,45,8,14,44,44,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0
1.0,Guindalera,56,14,0,Comunidad de Madrid,28028,2,0,0,2,1.0,1.0,2.0,4,,10.0,100.0,15.0,2,2,1125,0,0,0,0,30,85.0,9.0,7.0,10.0,10.0,9.0,9.0,2
34.0,Guindalera,56,14,0,Comunidad de Madrid,28028,2,0,1,2,1.0,1.0,2.0,4,,19.0,,,1,1,365,16,44,74,349,26,83.0,8.0,9.0,9.0,9.0,9.0,8.0,2
1.0,,56,14,0,Comunidad de Madrid,28028,2,0,0,2,1.0,1.0,2.0,4,,60.0,,,1,1,1125,5,7,37,37,1,100.0,8.0,10.0,10.0,10.0,8.0,10.0,2
6.0,Lista,65,14,0,Community of Madrid,28006,2,0,1,2,1.0,1.0,1.0,4,,22.0,,,1,2,365,0,0,0,0,116,87.0,9.0,9.0,9.0,9.0,9.0,9.0,1
5.0,Lista,65,14,0,Comunidad de Madrid,28006,2,0,0,4,1.0,2.0,2.0,4,,55.0,,20.0,3,1,1125,6,36,66,341,0,,,,,,,,1
2.0,Lista,65,14,0,Comunidad de Madrid,28006,2,0,1,2,1.0,1.0,2.0,4,,29.0,100.0,40.0,1,2,1125,9,32,62,337,18,91.0,9.0,10.0,10.0,10.0,10.0,9.0,2
8.0,Lista,65,14,0,Community of Madrid,28006,2,0,1,2,2.0,1.0,1.0,4,,32.0,,,1,1,1125,3,7,20,287,11,91.0,9.0,9.0,10.0,10.0,9.0,9.0,1
1.0,Castellana,29,14,0,Comunidad de Madrid,28001,2,0,0,2,1.0,0.0,1.0,3,,54.0,,,1,5,1125,0,0,0,0,5,100.0,10.0,10.0,10.0,9.0,10.0,10.0,1
1.0,,29,14,0,Comunidad de Madrid,28001,2,0,0,4,1.0,2.0,3.0,4,,95.0,,50.0,1,1,1125,4,19,43,318,32,90.0,9.0,9.0,9.0,9.0,10.0,9.0,2
4.0,,29,14,0,Comunidad de Madrid,28006,2,0,0,5,1.0,1.0,3.0,4,,245.0,300.0,50.0,3,3,1125,28,58,88,363,0,,,,,,,,2
13.0,,29,14,0,Comunidad de Madrid,,2,8,0,5,2.0,2.0,3.0,4,,200.0,,40.0,2,2,1125,3,10,15,264,13,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2
142.0,,29,14,0,Comunidad de Madrid,,2,0,0,6,3.0,3.0,4.0,4,,201.0,,77.0,2,3,1125,5,6,6,6,6,96.0,10.0,10.0,9.0,10.0,10.0,10.0,2
57.0,Castellana,29,14,0,Comunidad de Madrid,28006,2,8,0,8,2.0,3.0,4.0,4,,161.0,250.0,60.0,1,1,30,16,38,65,141,25,93.0,10.0,10.0,9.0,9.0,10.0,9.0,2
1.0,Castellana,29,14,0,Comunidad de Madrid,28006,2,14,1,1,1.0,1.0,2.0,4,,49.0,150.0,10.0,1,1,1125,20,21,21,21,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,El Viso,47,4,0,Comunidad de Madrid,28036,2,14,1,2,2.0,1.0,1.0,4,,70.0,,,1,2,1125,0,6,36,311,16,96.0,9.0,9.0,10.0,10.0,10.0,10.0,0
4.0,El Viso,47,4,0,Comunidad de Madrid,28002,2,1,1,2,1.0,1.0,1.0,4,,35.0,,,1,2,90,0,0,6,281,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,El Viso,47,4,0,Community of Madrid,28036,2,0,1,1,1.0,1.0,1.0,4,,30.0,,,1,3,365,17,47,77,352,64,95.0,9.0,10.0,10.0,10.0,10.0,10.0,0
2.0,Prosperidad,92,4,0,Comunidad de Madrid,28002,2,0,1,6,2.0,1.0,5.0,4,,74.0,400.0,15.0,2,1,1125,0,9,25,300,15,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2
114.0,Sol,111,3,0,Community of Madrid,28013,2,0,1,2,2.0,1.0,1.0,4,,15.0,,15.0,1,10,1125,0,0,6,281,0,,,,,,,,2
5.0,Sol,111,3,0,Community of Madrid,28013,2,0,0,4,1.0,0.0,2.0,4,0.0,155.0,300.0,30.0,2,3,60,16,46,66,341,89,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2
6.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,7,2.0,2.0,4.0,4,,89.0,,,5,2,1125,14,32,58,325,48,89.0,9.0,9.0,9.0,9.0,10.0,9.0,2
207.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,7,2.0,3.0,6.0,4,,250.0,300.0,40.0,4,2,1125,1,19,38,183,21,91.0,10.0,9.0,10.0,9.0,10.0,9.0,2
18.0,Cortes,111,3,0,Comunidad de Madrid,28014,2,0,0,4,1.0,1.0,1.0,4,,80.0,,,1,7,1125,1,13,43,318,1,80.0,10.0,10.0,8.0,10.0,10.0,8.0,0
2.0,,111,3,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,35.0,,,1,1,7,0,0,0,0,1,60.0,6.0,8.0,10.0,10.0,10.0,8.0,2
2.0,Sol,111,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,1.0,3,,100.0,150.0,30.0,2,1,1125,3,16,24,107,47,94.0,10.0,10.0,10.0,10.0,10.0,10.0,2
40.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,4,2.0,2.0,3.0,4,,160.0,400.0,140.0,1,3,1125,19,32,55,328,24,93.0,10.0,10.0,9.0,9.0,10.0,10.0,2
11.0,,111,3,0,Comunidad de Madrid,28005,2,0,0,7,1.0,2.0,5.0,4,,119.0,,35.0,4,2,1125,7,31,57,157,58,91.0,9.0,10.0,9.0,10.0,10.0,9.0,2
6.0,,60,0,0,Comunidad de Madrid,28005,2,0,1,2,1.0,1.0,1.0,4,,38.0,,,1,2,1125,7,37,67,342,2,90.0,9.0,10.0,9.0,10.0,10.0,10.0,0
1.0,Imperial,60,0,0,Comunidad de Madrid,28005,2,8,1,1,1.0,1.0,1.0,4,,20.0,,5.0,1,3,30,19,49,79,354,19,95.0,10.0,10.0,9.0,10.0,9.0,10.0,0
4.0,Arganzuela,60,0,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,2.0,4,,55.0,300.0,,2,3,1125,4,13,34,264,88,93.0,9.0,9.0,10.0,10.0,9.0,9.0,1
1.0,Imperial,60,0,0,Comunidad de Madrid,28005,2,0,1,1,1.0,1.0,1.0,4,,13.0,,,1,5,1125,0,0,5,280,7,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
3.0,Acacias,1,0,0,Comunidad de Madrid,28004,2,8,1,2,1.0,1.0,1.0,4,,30.0,,,2,1,30,0,0,0,0,0,,,,,,,,0
1.0,,1,0,0,Comunidad de Madrid,28005,2,0,0,2,1.0,1.0,1.0,4,,50.0,,10.0,2,3,1125,0,0,0,0,3,87.0,10.0,9.0,10.0,9.0,9.0,9.0,0
3.0,Acacias,1,0,0,Comunidad de Madrid,28012,2,0,1,2,1.0,1.0,1.0,4,,18.0,,10.0,1,1,1125,11,41,71,346,0,,,,,,,,1
2.0,Acacias,1,0,0,Comunidad de Madrid,28005,2,0,1,1,1.5,1.0,1.0,4,,32.0,,20.0,1,2,7,30,60,90,180,0,,,,,,,,0
1.0,,1,0,0,Comunidad de Madrid,,2,14,1,1,1.0,,,4,,20.0,,,1,2,1125,21,51,81,81,4,95.0,10.0,10.0,10.0,10.0,9.0,10.0,1
1.0,Acacias,1,0,0,Comunidad de Madrid,28005,2,0,0,3,1.0,1.0,2.0,4,,45.0,100.0,15.0,1,1,1125,0,0,0,43,0,,,,,,,,2
3.0,,84,0,0,Community of Madrid,28045,2,0,0,2,1.0,0.0,1.0,4,,37.0,,15.0,1,3,250,8,38,68,69,21,88.0,9.0,8.0,9.0,10.0,9.0,9.0,2
5.0,Palos do Moguer,84,0,0,Comunidad de Madrid,28045,2,8,1,2,2.0,1.0,1.0,4,,26.0,94.0,5.0,1,2,30,1,6,18,19,29,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0
3.0,,79,13,0,Comunidad de Madrid,,2,1,1,2,2.0,1.0,1.0,3,,35.0,,25.0,1,2,1125,30,60,90,365,5,80.0,9.0,9.0,8.0,8.0,9.0,8.0,1
16.0,Pacifico,79,13,0,Comunidad de Madrid,28014,2,0,0,7,1.0,3.0,5.0,4,,130.0,150.0,50.0,5,2,300,10,29,53,323,15,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,,79,13,0,Comunidad de Madrid,28007,2,0,0,3,1.0,1.0,2.0,4,,54.0,100.0,20.0,2,3,1125,3,33,59,334,15,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1
2.0,,79,13,0,Madrid,28007,2,0,0,2,1.0,0.0,1.0,4,,41.0,,,1,1,1125,10,28,52,327,19,86.0,9.0,9.0,10.0,10.0,9.0,9.0,1
1.0,,79,13,0,Comunidad de Madrid,28007,2,0,1,2,1.0,1.0,1.0,4,,25.0,,,1,2,60,0,0,0,0,5,92.0,8.0,8.0,9.0,10.0,9.0,8.0,1
3.0,Pacifico,79,13,0,Comunidad de Madrid,28007,2,0,0,4,1.0,2.0,3.0,4,,100.0,600.0,40.0,1,3,1125,0,0,11,286,0,,,,,,,,2
1.0,Pacifico,79,13,0,Comunidad de Madrid,28007,2,14,0,4,2.0,2.0,2.0,4,,86.0,200.0,30.0,1,1,1125,7,37,67,342,1,80.0,10.0,8.0,10.0,10.0,10.0,8.0,0
1.0,Adelfas,2,13,0,Comunidad de Madrid,28007,2,16,0,2,1.0,1.0,1.0,4,,79.0,300.0,,2,2,1125,0,0,25,115,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1
1.0,Adelfas,2,13,0,Comunidad de Madrid,28007,2,15,0,2,1.0,1.0,1.0,4,,50.0,,,1,1,2,0,0,0,0,1,80.0,10.0,8.0,10.0,10.0,10.0,8.0,1
1.0,,2,13,0,Comunidad de Madrid,28007,2,0,1,2,2.0,1.0,1.0,4,,40.0,,,1,1,1125,23,53,83,358,12,97.0,9.0,10.0,10.0,10.0,9.0,10.0,0
1.0,Ibiza,59,13,0,Comunidad de Madrid,28009,2,0,0,2,1.0,1.0,1.0,4,,90.0,,20.0,1,2,1125,0,0,0,0,0,,,,,,,,0
142.0,,59,13,0,Comunidad de Madrid,,2,0,0,6,3.0,3.0,5.0,4,,149.0,,77.0,2,3,1125,3,7,12,170,9,96.0,10.0,10.0,9.0,10.0,10.0,10.0,2
1.0,Jerónimos,61,13,0,Comunidad de Madrid,28014,2,0,1,1,1.0,1.0,1.0,4,,35.0,,,1,5,30,22,52,82,82,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Retiro,61,13,0,Comunidad de Madrid,28014,2,0,0,3,1.0,1.0,2.0,4,,50.0,300.0,,2,4,1125,0,0,9,69,24,94.0,10.0,9.0,10.0,10.0,10.0,9.0,1
1.0,Jerónimos,61,13,0,Comunidad de Madrid,28014,2,0,1,2,1.0,1.0,1.0,4,,45.0,,25.0,1,2,90,0,17,42,317,31,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Vallehermosa,119,5,0,Comunidad de Madrid,28003,2,0,0,2,1.0,1.0,1.0,4,,48.0,,12.0,1,2,1125,0,0,0,0,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1
1.0,Vallehermosa,119,5,0,Comunidad de Madrid,28003,2,0,1,1,1.0,1.0,1.0,4,,40.0,,,1,1,180,29,59,89,364,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
2.0,Almenara,7,16,0,Comunidad de Madrid,28029,2,0,1,2,1.0,1.0,1.0,4,,25.0,,5.0,1,1,1125,30,60,90,365,0,,,,,,,,0
36.0,Almenara,7,16,0,Madrid,28029,2,0,0,4,1.0,0.0,1.0,4,431.0,52.0,150.0,,2,2,1125,0,0,0,3,3,53.0,7.0,7.0,7.0,5.0,7.0,6.0,1
1.0,Valdeacederas,115,16,0,Comunidad de Madrid,28029,2,0,1,1,1.0,1.0,1.0,4,,17.0,,,1,1,8,23,49,79,354,18,90.0,10.0,10.0,10.0,9.0,8.0,9.0,0
46.0,Valdeacederas,115,16,0,Comunidad de Madrid,28029,2,0,0,4,1.0,1.0,2.0,4,,38.0,150.0,80.0,2,3,1125,0,0,0,249,3,87.0,7.0,7.0,9.0,9.0,9.0,9.0,1
2.0,Valdeacederas,115,16,0,Comunidad de Madrid,28039,2,0,1,2,1.0,1.0,1.0,4,,32.0,95.0,15.0,1,3,30,18,48,78,353,0,,,,,,,,1
7.0,Gaztambide,54,5,0,Comunidad de Madrid,28015,2,1,1,1,6.0,10.0,16.0,4,,40.0,90.0,,1,7,1125,29,59,89,145,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,,54,5,0,Community of Madrid,28015,2,8,1,2,1.0,1.0,2.0,4,,40.0,,,1,1,1125,6,36,54,329,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
7.0,Gaztambide,54,5,0,Comunidad de Madrid,28015,2,0,0,4,1.0,1.0,2.0,4,,53.0,,,2,1,30,4,17,32,264,35,91.0,9.0,10.0,9.0,10.0,9.0,9.0,1
2.0,,54,5,0,Community of Madrid,28015,2,1,1,2,1.0,1.0,1.0,4,,30.0,350.0,20.0,1,1,30,29,59,89,364,28,88.0,9.0,9.0,9.0,9.0,9.0,9.0,2
1.0,Gaztambide,54,5,0,Comunidad de Madrid,28015,2,0,0,2,1.0,1.0,1.0,4,,44.0,,12.0,1,3,14,0,0,0,0,16,90.0,10.0,10.0,10.0,10.0,10.0,9.0,0
2.0,,54,5,0,Comunidad de Madrid,28105,2,1,1,2,1.0,1.0,1.0,4,,25.0,300.0,8.0,1,1,1125,29,59,89,364,10,87.0,9.0,9.0,10.0,9.0,9.0,9.0,2
5.0,Gaztambide,54,5,0,Comunidad de Madrid,28015,2,0,1,2,2.5,1.0,1.0,4,,15.0,,,1,2,1125,23,53,83,86,12,83.0,9.0,8.0,9.0,9.0,10.0,9.0,0
7.0,Gaztambide,54,5,0,Comunidad de Madrid,28015,2,1,1,2,1.0,1.0,2.0,4,,35.0,90.0,,1,2,619,0,0,21,296,0,,,,,,,,0
2.0,,54,5,0,Comunidad de Madrid,28015,2,0,0,4,1.0,3.0,3.0,4,,100.0,,60.0,1,5,1125,0,7,33,281,7,80.0,7.0,7.0,10.0,9.0,10.0,8.0,1
3.0,Gaztambide,54,5,0,Comunidad de Madrid,28015,2,0,1,3,1.0,1.0,2.0,4,,30.0,,,1,5,60,21,51,81,356,7,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0
1.0,Gaztambide,54,5,0,Community of Madrid,28015,2,0,1,1,1.0,1.0,1.0,4,,30.0,,10.0,1,2,1125,3,22,52,327,19,94.0,10.0,10.0,10.0,9.0,9.0,9.0,1
26.0,Arapiles,13,5,0,Comunidad de Madrid,28015,2,0,0,3,1.0,0.0,3.0,4,,60.0,,,1,2,30,13,38,61,321,0,,,,,,,,2
2.0,Arapiles,13,5,0,Comunidad de Madrid,28015,2,0,0,4,1.0,1.0,2.0,4,,65.0,150.0,,2,2,1125,0,0,0,230,12,83.0,9.0,10.0,10.0,10.0,10.0,9.0,2
3.0,Chamberí,13,5,0,Community of Madrid,28015,2,0,0,6,2.0,3.0,3.0,4,,160.0,150.0,50.0,1,3,1125,0,0,7,282,18,94.0,9.0,9.0,10.0,10.0,9.0,9.0,2
3.0,Arapiles,13,5,0,Comunidad de Madrid,28015,2,0,0,1,1.0,1.0,1.0,4,,60.0,150.0,40.0,1,1,90,13,43,73,163,1,,,,,,,,0
2.0,Arapiles,13,5,0,Comunidad de Madrid,28015,2,0,0,3,1.0,1.0,2.0,4,,50.0,200.0,,1,30,300,0,0,0,275,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
0.0,Chamberí,13,5,0,Community of Madrid,28015,2,0,0,2,1.0,1.0,1.0,4,,75.0,300.0,50.0,1,30,90,0,8,38,114,19,91.0,9.0,9.0,9.0,10.0,10.0,9.0,2
26.0,Arapiles,13,5,0,Community of Madrid,28015,2,0,1,3,1.0,1.0,2.0,4,0.0,60.0,,,1,2,30,9,32,52,326,0,,,,,,,,0
26.0,Arapiles,13,5,0,Comunidad de Madrid,28015,2,0,0,2,1.0,0.0,1.0,4,,50.0,,,1,2,1125,0,0,0,269,1,80.0,8.0,10.0,10.0,10.0,8.0,6.0,1
11.0,Arapiles,13,5,0,Madrid,28015,2,0,0,6,2.0,3.0,5.0,4,1722.0,145.0,300.0,42.0,2,3,365,2,9,15,250,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
