Host Total Listings Count,Neighbourhood,Neighbourhood Cleansed,Neighbourhood Group Cleansed,City,State,Zipcode,Market,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Bed Type,Square Feet,Price,Security Deposit,Cleaning Fee,Guests Included,Minimum Nights,Maximum Nights,Availability 30,Availability 60,Availability 90,Availability 365,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Cancellation Policy
1.0,,114,3,0,Comunidad de Madrid,28004,2,0,0,3,1.0,1.0,1.0,4,,80.0,200.0,,2,4,180,4,14,35,303,21,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Malasaña,114,3,0,Madrid,28004,2,0,0,2,1.0,1.0,1.0,4,,80.0,150.0,30.0,2,3,180,0,0,0,62,39,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1
5.0,Malasaña,114,3,0,Comunidad de Madrid,28015,2,0,0,4,1.0,1.0,2.0,4,,100.0,350.0,,2,1,15,19,46,72,162,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1
3.0,Malasaña,114,3,0,Madrid,28015,2,0,0,2,1.0,1.0,2.0,4,291.0,50.0,,20.0,1,3,365,2,4,20,182,15,87.0,9.0,8.0,9.0,9.0,10.0,9.0,0
1.0,,114,3,0,Comunidad de Madrid,28015,2,0,0,5,1.0,2.0,3.0,4,,85.0,,,4,2,1125,7,11,17,281,37,90.0,9.0,9.0,9.0,9.0,10.0,9.0,2
38.0,Malasaña,114,3,0,Comunidad de Madrid,28015,2,0,1,1,2.0,1.0,1.0,4,,30.0,200.0,30.0,1,7,1125,6,36,66,341,0,,,,,,,,2
3.0,Malasaña,114,3,0,Comunidad de Madrid,28015,2,0,0,4,1.0,1.0,2.0,4,,60.0,,,2,2,1125,8,33,63,331,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
40.0,Malasaña,114,3,0,Comunidad de Madrid,28013,2,0,0,2,1.0,1.0,1.0,4,,145.0,,70.0,1,3,1125,24,54,84,359,0,,,,,,,,2
3.0,Malasaña,114,3,0,Community of Madrid,28004,2,0,0,4,1.0,1.0,2.0,4,,62.0,100.0,35.0,2,3,500,2,8,19,62,70,91.0,9.0,10.0,9.0,10.0,10.0,9.0,2
7.0,,114,3,0,Spain,28004,2,0,0,14,5.5,5.0,10.0,4,,300.0,400.0,70.0,10,1,365,6,16,25,217,95,94.0,10.0,10.0,9.0,10.0,10.0,9.0,2
1.0,,114,3,0,Madrid,28004,2,0,1,1,1.0,1.0,1.0,4,0.0,35.0,100.0,10.0,1,3,90,20,28,28,267,7,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
3.0,,114,3,0,Comunidad de Madrid,28004,2,0,0,3,1.0,1.0,2.0,4,,62.0,,30.0,2,2,1125,15,45,71,161,15,81.0,9.0,10.0,10.0,10.0,10.0,8.0,1
1.0,Malasaña,114,3,0,Comunidad de Madrid,28004,2,0,1,2,1.0,1.0,1.0,4,,45.0,,5.0,1,1,7,20,50,80,81,2,90.0,10.0,10.0,10.0,10.0,10.0,10.0,1
38.0,Malasaña,114,3,0,Comunidad de Madrid,28015,2,0,1,1,1.0,1.0,1.0,4,,31.0,200.0,30.0,1,7,1125,0,5,35,310,0,,,,,,,,2
5.0,Malasaña,114,3,0,Madrid,28004,2,0,0,4,1.0,2.0,4.0,3,,90.0,200.0,35.0,3,4,180,17,39,62,153,183,90.0,9.0,9.0,10.0,10.0,10.0,9.0,2
46.0,Malasaña,114,3,0,Community of Madrid,28004,2,0,0,4,1.0,2.0,2.0,4,,70.0,,25.0,3,2,1125,3,5,10,242,213,87.0,9.0,9.0,9.0,9.0,9.0,9.0,2
46.0,,114,3,0,Comunidad de Madrid,28004,2,0,0,2,1.0,1.0,1.0,4,,40.0,,20.0,1,1,20,1,12,34,308,31,82.0,8.0,9.0,9.0,10.0,9.0,9.0,2
1.0,,114,3,0,Comunidad de Madrid,28004,2,15,0,2,1.0,1.0,2.0,4,,30.0,120.0,50.0,1,1,1000,6,6,9,284,0,,,,,,,,2
46.0,,114,3,0,Comunidad de Madrid,28004,2,0,0,4,1.0,1.0,2.0,4,,48.0,,25.0,1,1,21,3,7,14,251,29,83.0,9.0,9.0,9.0,9.0,10.0,9.0,2
2.0,Malasaña,114,3,0,Community of Madrid,28015,2,0,0,2,1.0,1.0,1.0,4,,35.0,,25.0,1,5,1125,4,29,53,53,33,90.0,9.0,9.0,10.0,10.0,9.0,9.0,1
1.0,,114,3,0,Comunidad de Madrid,28004,2,0,0,3,1.0,1.0,2.0,4,,79.0,200.0,25.0,1,2,1125,6,14,26,294,69,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2
142.0,Malasaña,114,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,1.0,4,,150.0,,77.0,1,3,1125,7,7,7,7,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,2
1.0,Malasaña,114,3,0,Comunidad de Madrid,28004,2,15,0,2,1.0,0.0,1.0,4,,80.0,300.0,25.0,2,2,1125,0,0,0,0,15,91.0,9.0,9.0,9.0,10.0,10.0,9.0,0
10.0,Malasaña,114,3,0,Community of Madrid,28004,2,0,0,3,1.0,0.0,2.0,4,,69.0,,,1,3,365,15,45,75,350,18,80.0,8.0,9.0,8.0,8.0,9.0,8.0,2
1.0,,111,3,0,Comunidad de Madrid,28013,2,0,0,3,1.0,1.0,1.0,4,,80.0,,,1,3,1125,12,42,72,72,33,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0
8.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,10,3.0,3.0,7.0,4,807.0,150.0,150.0,,8,2,1125,14,36,54,322,6,65.0,6.0,6.0,6.0,7.0,10.0,7.0,2
5.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,1.0,4,,35.0,95.0,28.0,1,1,1125,9,35,56,329,8,75.0,8.0,9.0,8.0,8.0,10.0,7.0,2
2.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,1.0,4,,95.0,100.0,20.0,1,2,30,25,55,85,85,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1
24.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,2.0,4,,103.0,100.0,,1,2,29,14,38,63,338,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,2
38.0,Sol,111,3,0,Madrid,28013,2,0,1,2,5.0,1.0,1.0,4,,32.0,200.0,,1,4,1125,0,0,10,10,0,,,,,,,,2
24.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,0.0,2.0,4,,79.0,100.0,,1,2,29,5,12,20,230,0,,,,,,,,2
2.0,Sol,111,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,1.0,2.0,4,,80.0,,,1,2,1125,4,6,7,43,204,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1
5.0,Sol,111,3,0,Community of Madrid,28004,2,0,0,4,1.0,1.0,2.0,4,,62.0,,7.0,2,2,1125,0,0,0,219,33,92.0,10.0,10.0,10.0,10.0,10.0,9.0,2
12.0,Sol,111,3,0,Community of Madrid,,2,1,2,4,0.0,1.0,4.0,4,,24.0,,,1,1,1125,27,57,87,362,26,92.0,9.0,9.0,9.0,9.0,10.0,9.0,1
2.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,2,1.0,1.0,1.0,3,,55.0,,27.0,1,1,60,3,18,42,189,69,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2
12.0,Sol,111,3,0,Comunidad de Madrid,28012,2,0,0,6,1.0,1.0,3.0,4,,80.0,150.0,30.0,2,2,1125,5,12,24,268,109,94.0,10.0,10.0,10.0,10.0,10.0,10.0,1
2.0,Sol,111,3,0,Comunidad de Madrid,28012,2,15,0,4,1.0,1.0,2.0,4,,80.0,150.0,35.0,2,2,1125,11,24,24,244,19,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
4.0,Sol,111,3,0,Madrid,28013,2,0,0,4,1.0,1.0,2.0,4,0.0,72.0,200.0,40.0,2,3,1125,18,42,69,344,10,96.0,9.0,10.0,9.0,9.0,10.0,10.0,2
10.0,Sol,111,3,0,Madrid,28013,2,0,0,4,1.0,1.0,2.0,4,431.0,71.0,80.0,30.0,2,3,120,10,31,57,318,36,91.0,9.0,9.0,9.0,9.0,10.0,9.0,0
8.0,Sol,111,3,0,Community of Madrid,28013,2,0,0,8,2.0,3.0,8.0,4,,250.0,,,1,3,10,7,16,32,287,15,88.0,8.0,9.0,9.0,9.0,8.0,8.0,1
12.0,Sol,111,3,0,Community of Madrid,,2,1,1,4,1.0,1.0,4.0,4,,100.0,,,1,1,1125,0,0,5,280,2,100.0,9.0,9.0,8.0,10.0,9.0,10.0,1
5.0,Sol,111,3,0,Madrid,28001,2,0,0,4,1.0,2.0,2.0,4,,75.0,150.0,30.0,2,2,1125,4,14,23,280,67,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1
6.0,Sol,111,3,0,Community of Madrid,28012,2,0,0,5,2.0,2.0,3.0,4,0.0,115.0,200.0,20.0,1,2,365,7,23,40,206,30,86.0,9.0,8.0,9.0,9.0,10.0,8.0,2
5.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,1,2,1.0,1.0,1.0,4,,40.0,,,1,2,1125,12,31,55,313,4,85.0,10.0,8.0,10.0,10.0,10.0,10.0,0
12.0,Sol,111,3,0,Community of Madrid,,2,1,1,4,1.0,1.0,4.0,4,,100.0,,,1,1,1125,20,46,51,326,15,87.0,9.0,9.0,9.0,9.0,9.0,9.0,1
6.0,Sol,111,3,0,Community of Madrid,28004,2,1,1,2,1.0,1.0,1.0,4,0.0,35.0,,,1,3,1125,6,30,49,324,51,94.0,10.0,10.0,10.0,10.0,10.0,10.0,2
2.0,Sol,111,3,0,Community of Madrid,28012,2,14,0,6,2.0,2.0,6.0,4,,175.0,290.0,60.0,4,3,1125,6,8,15,68,25,91.0,9.0,9.0,9.0,9.0,10.0,9.0,2
1.0,Sol,111,3,0,Madrid,28013,2,0,0,2,1.0,1.0,1.0,4,,75.0,,,2,2,1125,2,7,14,251,116,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0
164.0,Sol,111,3,0,Comunidad de Madrid,28013,2,8,0,2,1.0,0.0,1.0,4,,50.0,100.0,30.0,1,2,1125,7,29,48,323,3,87.0,9.0,9.0,10.0,9.0,10.0,9.0,2
1.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,2.0,2.0,4,,89.0,,10.0,1,3,1125,0,0,0,77,36,92.0,9.0,9.0,10.0,9.0,10.0,9.0,0
8.0,Sol,111,3,0,Comunidad de Madrid,28012,2,0,0,4,1.0,0.0,1.0,4,,90.0,96.0,30.0,2,2,1125,11,24,47,313,5,100.0,10.0,10.0,10.0,9.0,10.0,10.0,0
51.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,6,2.0,1.0,3.0,4,,115.0,200.0,49.0,2,3,365,7,16,41,301,5,84.0,10.0,10.0,10.0,10.0,9.0,9.0,0
18.0,Sol,111,3,0,Comunidad de Madrid,28012,2,0,0,2,1.0,1.0,1.0,4,,90.0,150.0,27.0,1,1,1125,0,1,8,51,36,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Sol,111,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,1.0,4,,69.0,,20.0,2,1,20,0,8,25,103,1,80.0,8.0,8.0,10.0,10.0,10.0,8.0,1
8.0,Sol,111,3,0,Comunidad de Madrid,28013,2,12,1,2,1.0,1.0,2.0,4,,29.0,,,1,2,1125,0,0,0,0,20,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,,60,0,0,Comunidad de Madrid,28005,2,1,1,1,1.0,1.0,2.0,4,,45.0,,,1,1,2,30,60,90,365,0,,,,,,,,1
2.0,Imperial,60,0,0,Community of Madrid,28005,2,0,1,2,1.0,1.0,1.0,4,,20.0,,,1,1,1125,0,0,6,65,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,Acacias,1,0,0,Community of Madrid,28005,2,0,1,1,0.5,1.0,1.0,4,,39.0,,12.0,1,1,1125,0,0,0,0,0,,,,,,,,0
3.0,,1,0,0,Comunidad de Madrid,28005,2,14,1,2,1.5,1.0,2.0,4,,32.0,100.0,,1,2,90,7,22,52,118,6,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,,1,0,0,Comunidad de Madrid,28005,2,0,1,2,1.0,1.0,2.0,4,,50.0,,,1,2,1125,0,0,0,0,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Prosperidad,92,4,0,Comunidad de Madrid,28002,2,0,0,2,1.0,1.0,1.0,4,,65.0,,20.0,1,2,1125,0,0,6,281,25,88.0,9.0,9.0,9.0,9.0,9.0,9.0,1
1.0,Prosperidad,92,4,0,Comunidad de Madrid,28002,2,0,0,5,1.0,3.0,3.0,4,,70.0,,30.0,1,2,1125,8,35,54,322,10,96.0,10.0,9.0,10.0,10.0,9.0,10.0,0
1.0,,85,11,0,Community of Madrid,28030,2,0,1,1,1.0,1.0,1.0,4,,17.0,,,1,1,1125,0,29,49,324,4,80.0,10.0,10.0,10.0,10.0,10.0,8.0,1
2.0,,33,4,0,Comunidad de Madrid,28002,2,0,1,1,1.0,1.0,1.0,4,,15.0,,,1,7,1125,7,31,54,54,0,,,,,,,,0
1.0,,33,4,0,Comunidad de Madrid,28002,2,0,0,4,1.0,1.0,1.0,4,,65.0,120.0,,2,3,1125,9,25,44,216,24,93.0,10.0,10.0,10.0,10.0,9.0,10.0,1
28.0,Hispanoamérica,58,4,0,Community of Madrid,28016,2,0,0,2,1.0,1.0,1.0,4,,95.0,,100.0,2,7,180,1,1,11,12,7,97.0,10.0,10.0,10.0,10.0,10.0,9.0,2
4.0,,58,4,0,Comunidad de Madrid,28016,2,0,0,4,1.0,2.0,3.0,4,,85.0,92.0,20.0,2,1,1125,10,29,55,142,7,89.0,9.0,9.0,9.0,9.0,10.0,9.0,2
57.0,Hispanoamérica,58,4,0,Comunidad de Madrid,28016,2,14,0,6,1.0,2.0,3.0,4,,79.0,100.0,40.0,1,1,30,5,31,56,143,17,73.0,8.0,6.0,8.0,8.0,9.0,7.0,1
2.0,,58,4,0,Comunidad de Madrid,28016,2,0,0,3,1.0,1.0,1.0,4,,52.0,,50.0,2,1,1125,16,46,76,351,5,85.0,9.0,5.0,10.0,10.0,10.0,9.0,2
40.0,Hispanoamérica,58,4,0,Comunidad de Madrid,28036,2,0,0,3,1.0,1.0,2.0,4,,120.0,200.0,50.0,2,7,1125,7,29,59,334,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Nueva España,74,4,0,Comunidad de Madrid,28016,2,14,1,2,1.0,1.0,2.0,4,,25.0,,5.0,1,1,1125,0,0,0,0,0,,,,,,,,0
1.0,Nueva España,74,4,0,Comunidad de Madrid,28036,2,0,0,7,3.0,4.0,5.0,4,,120.0,,,1,5,7,0,0,0,0,0,,,,,,,,0
4.0,Castilla,30,4,0,Community of Madrid,28046,2,0,0,2,1.0,0.0,1.0,4,,45.0,150.0,20.0,1,2,330,8,15,22,268,20,89.0,9.0,10.0,9.0,9.0,9.0,9.0,1
1.0,Castilla,30,4,0,Comunidad de Madrid,28046,2,0,0,6,2.0,4.0,6.0,4,,58.0,100.0,50.0,1,7,1125,0,0,0,33,0,,,,,,,,0
1.0,Cuatro Caminos,41,16,0,Comunidad de Madrid,28020,2,0,1,2,1.0,1.0,1.0,4,,30.0,94.0,10.0,1,2,1125,10,40,70,71,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,Cuatro Caminos,41,16,0,Comunidad de Madrid,28003,2,0,0,4,2.0,2.0,2.0,4,,90.0,150.0,30.0,4,2,15,12,42,72,149,0,,,,,,,,1
5.0,,41,16,0,Comunidad de Madrid,28020,2,0,0,3,2.0,2.0,2.0,4,,82.0,150.0,45.0,3,90,364,0,0,25,300,2,90.0,8.0,9.0,10.0,10.0,10.0,8.0,1
1.0,,41,16,0,Comunidad de Madrid,28020,2,0,1,2,2.0,1.0,1.0,4,,39.0,,,1,1,1125,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,,31,16,0,Comunidad de Madrid,28020,2,0,1,1,1.0,1.0,1.0,3,,45.0,,,1,3,15,0,0,0,0,0,,,,,,,,0
1.0,Aluche,95,9,0,Comunidad de Madrid,28011,2,0,1,3,1.0,1.0,2.0,4,,26.0,,,2,2,7,6,20,20,117,114,93.0,10.0,10.0,10.0,10.0,9.0,9.0,1
46.0,Aluche,95,9,0,Comunidad de Madrid,28011,2,0,0,3,1.0,1.0,2.0,4,,33.0,100.0,60.0,2,3,1125,0,0,5,280,0,,,,,,,,1
1.0,Aluche,68,9,0,Comunidad de Madrid,28011,2,0,1,2,1.0,1.0,2.0,4,,17.0,,,1,1,360,2,8,24,241,43,88.0,9.0,9.0,9.0,9.0,8.0,9.0,2
1.0,,68,9,0,Comunidad de Madrid,28047,2,0,1,2,1.0,1.0,1.0,4,,15.0,,8.0,1,1,1125,4,13,43,318,8,95.0,9.0,10.0,10.0,10.0,8.0,10.0,1
1.0,Carabanchel,106,2,0,Community of Madrid,28019,2,0,0,5,1.0,2.0,4.0,4,,80.0,100.0,,2,5,60,1,11,41,42,21,93.0,10.0,10.0,10.0,10.0,8.0,10.0,1
1.0,,106,2,0,Comunidad de Madrid,28019,2,0,0,2,1.0,0.0,1.0,4,,525.0,,,1,1,1125,30,60,90,365,0,,,,,,,,0
1.0,Carabanchel,106,2,0,Comunidad de Madrid,28019,2,0,0,3,1.0,3.0,2.0,4,,60.0,200.0,40.0,2,2,1125,0,0,0,0,0,,,,,,,,1
1.0,,106,2,0,Comunidad de Madrid,28019,2,14,0,6,2.0,3.0,4.0,4,,95.0,600.0,40.0,1,4,1125,1,7,37,312,0,,,,,,,,2
18.0,Carabanchel,36,2,0,Comunidad de Madrid,28019,2,0,0,6,1.0,2.0,4.0,4,,65.0,,,1,7,1125,7,37,67,184,0,,,,,,,,0
1.0,,36,2,0,Comunidad de Madrid,28019,2,0,0,5,1.0,2.0,3.0,4,,34.0,,,2,2,29,3,6,14,29,23,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1
7.0,,36,2,0,Comunidad de Madrid,28019,2,0,1,2,1.0,1.0,2.0,4,,19.0,,,1,3,1125,30,60,90,365,0,,,,,,,,2
1.0,Carabanchel,36,2,0,Comunidad de Madrid,28019,2,8,1,2,1.0,1.0,2.0,4,,17.0,,,1,1,1125,10,24,25,26,20,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0
1.0,Carabanchel,76,2,0,Comunidad de Madrid,28019,2,0,0,3,1.0,1.0,1.0,4,,50.0,,,1,2,1125,0,1,31,32,0,,,,,,,,0
2.0,Carabanchel,76,2,0,Comunidad de Madrid,28019,2,0,1,3,1.0,1.0,2.0,4,,19.0,,10.0,1,1,1125,30,58,88,363,8,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0
1.0,,123,2,0,Comunidad de Madrid,28025,2,0,0,5,1.0,3.0,3.0,4,,60.0,100.0,,1,1,1125,0,0,0,219,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Carabanchel,123,2,0,Community of Madrid,28025,2,0,1,2,1.5,1.0,1.0,4,151.0,35.0,,,1,2,1125,30,60,90,365,1,80.0,,,,,,,0
2.0,,121,6,0,Comunidad de Madrid,28017,2,14,1,2,1.0,1.0,1.0,4,,19.0,,,1,1,1125,2,13,36,124,14,94.0,9.0,9.0,10.0,10.0,9.0,9.0,2
1.0,Ciudad Lineal,37,6,0,Comunidad de Madrid,28027,2,0,0,6,1.0,2.0,3.0,4,,65.0,150.0,,4,2,1125,3,15,24,188,3,93.0,10.0,10.0,10.0,10.0,9.0,9.0,2
1.0,Ciudad Lineal,107,6,0,Madrid,28043,2,14,1,1,,1.0,,4,,40.0,,,1,1,1125,30,60,90,365,0,,,,,,,,0
1.0,Ciudad Lineal,107,6,0,Community of Madrid,28043,2,0,0,3,2.0,2.0,2.0,4,,75.0,,,1,2,15,11,41,71,346,16,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0
1.0,,40,6,0,Comunidad de Madrid,28033,2,0,1,2,1.0,1.0,1.0,4,,50.0,,,1,1,1125,30,60,90,180,1,100.0,10.0,10.0,10.0,10.0,6.0,10.0,0
2.0,Hortaleza,81,8,0,Comunidad de Madrid,28042,2,0,0,5,1.0,1.0,4.0,4,,69.0,,,2,2,1125,12,33,56,87,31,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1
1.0,Hortaleza,23,8,0,Madrid,28043,2,0,1,2,1.0,1.0,1.0,4,,40.0,,,1,2,365,23,50,64,317,44,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1
1.0,Hortaleza,23,8,0,Comunidad de Madrid,28043,2,8,0,2,1.0,1.0,1.0,4,,40.0,,,1,1,1125,4,20,43,313,46,93.0,10.0,9.0,10.0,10.0,9.0,9.0,1
4.0,Hortaleza,23,8,0,Comunidad de Madrid,28043,2,0,1,2,2.0,1.0,2.0,4,,27.0,,,1,1,1125,24,32,62,337,24,95.0,9.0,9.0,10.0,10.0,9.0,10.0,0
1.0,Hortaleza,88,8,0,Comunidad de Madrid,28033,2,8,1,2,2.0,2.0,2.0,4,,27.0,,,1,2,1125,29,59,89,364,1,100.0,10.0,10.0,6.0,6.0,8.0,,0
3.0,Hortaleza,116,8,0,Comunidad de Madrid,28050,2,9,2,2,1.0,1.0,2.0,4,,22.0,,,1,1,1125,30,60,90,365,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0
1.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,2,1.0,1.0,1.0,4,,81.0,,15.0,2,1,1125,4,17,31,287,34,93.0,9.0,9.0,9.0,9.0,10.0,9.0,2
8.0,,80,3,0,Comunidad de Madrid,28005,2,1,1,2,2.0,1.0,2.0,4,,39.0,150.0,17.0,2,1,1125,5,13,23,85,47,89.0,9.0,9.0,9.0,10.0,10.0,9.0,2
5.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,1,2,1.0,1.0,2.0,4,129.0,25.0,70.0,10.0,1,1,365,18,47,75,350,71,95.0,10.0,9.0,10.0,10.0,10.0,10.0,2
1.0,,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,1.0,4,,52.0,150.0,15.0,2,1,90,3,3,3,3,25,94.0,10.0,10.0,10.0,10.0,10.0,9.0,2
2.0,,80,3,0,Comunidad de Madrid,28004,2,0,1,2,1.0,1.0,1.0,4,,25.0,,,1,1,1125,5,25,53,56,212,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,3,1.0,1.0,2.0,4,0.0,80.0,,,1,2,365,0,0,0,219,43,94.0,10.0,10.0,10.0,10.0,10.0,10.0,0
51.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,2,1.0,0.0,1.0,4,,65.0,200.0,33.0,1,4,365,13,35,65,340,2,60.0,6.0,8.0,10.0,9.0,10.0,5.0,0
7.0,,80,3,0,Comunidad de Madrid,28013,2,0,0,6,1.0,2.0,4.0,4,,88.0,,,2,1,1125,7,32,53,326,88,92.0,9.0,9.0,10.0,10.0,10.0,9.0,2
20.0,Palacio,80,3,0,Comunidad de Madrid,28013,2,0,0,4,1.0,1.0,2.0,4,,85.0,200.0,40.0,2,1,1125,15,45,75,350,5,76.0,8.0,8.0,8.0,9.0,10.0,8.0,2
51.0,La Latina,80,3,0,Madrid,28005,2,0,0,6,2.0,2.0,4.0,4,85.0,118.0,200.0,48.0,2,4,1825,8,23,41,316,39,85.0,9.0,9.0,9.0,9.0,10.0,9.0,1
207.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,3,1.0,0.0,1.0,4,,119.0,100.0,30.0,1,2,1125,0,0,3,40,0,,,,,,,,0
2.0,La Latina,80,3,0,Madrid,28005,2,0,0,4,1.5,2.0,2.0,4,,110.0,300.0,30.0,2,6,10,0,1,26,26,44,98.0,10.0,10.0,10.0,10.0,10.0,9.0,2
3.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,14,0,3,1.0,1.0,2.0,4,,66.0,95.0,25.0,1,2,1125,8,17,29,292,11,96.0,9.0,10.0,10.0,10.0,10.0,10.0,1
7.0,Palacio,80,3,0,Madrid,28012,2,0,0,2,1.0,1.0,1.0,4,,65.0,100.0,40.0,3,3,364,4,8,13,255,167,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1
3.0,,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,2.0,2.0,4,,39.0,100.0,20.0,1,2,1125,12,27,46,235,31,93.0,9.0,9.0,10.0,10.0,10.0,9.0,2
2.0,Palacio,80,3,0,Community of Madrid,28013,2,0,0,6,1.0,2.0,3.0,4,,92.0,,35.0,2,2,1125,14,30,56,331,84,86.0,9.0,9.0,9.0,9.0,9.0,9.0,2
3.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,14,0,6,1.0,2.0,4.0,4,,105.0,100.0,,4,2,1125,8,27,49,321,34,92.0,10.0,9.0,10.0,10.0,9.0,9.0,0
1.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,6,2.0,2.0,4.0,4,,118.0,200.0,58.0,4,3,1125,4,11,16,227,22,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1
114.0,La Latina,80,3,0,Comunidad de Madrid,28012,2,0,1,2,4.0,1.0,1.0,4,,25.0,,15.0,1,10,1125,0,0,6,62,0,,,,,,,,2
164.0,Palacio,80,3,0,Community of Madrid,28013,2,0,0,4,1.0,1.0,2.0,4,,80.0,200.0,50.0,2,2,1125,19,42,72,342,1,60.0,2.0,10.0,2.0,6.0,10.0,8.0,2
1.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,14,1,2,1.0,1.0,1.0,4,,45.0,,,1,2,30,10,40,70,345,14,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2
11.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,1.0,4,,50.0,150.0,20.0,2,1,1125,17,43,66,203,2,60.0,7.0,6.0,6.0,7.0,10.0,5.0,2
1.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,8,0,4,2.0,2.0,2.0,4,,70.0,,40.0,2,6,1125,7,19,33,34,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
5.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,1.0,4,,110.0,300.0,30.0,1,2,1125,16,36,51,289,0,,,,,,,,2
1.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,4,1.0,1.0,1.0,4,,110.0,,30.0,2,2,1125,4,4,4,4,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2
1.0,La Latina,80,3,0,Comunidad de Madrid,28005,2,0,0,6,1.5,2.0,3.0,4,,75.0,100.0,45.0,2,2,1125,12,21,43,318,11,95.0,10.0,9.0,10.0,10.0,10.0,10.0,1
1.0,,80,3,0,Comunidad de Madrid,28005,2,1,1,2,1.5,1.0,1.0,4,,20.0,,,1,3,1125,0,0,0,0,2,80.0,8.0,6.0,9.0,10.0,10.0,8.0,0
2.0,Palacio,80,3,0,Community of Madrid,28013,2,14,1,2,1.0,1.0,1.0,4,,35.0,150.0,40.0,1,3,365,0,0,4,4,2,70.0,9.0,7.0,9.0,6.0,10.0,7.0,1
